ack,androidID,appName,atHome,currAct,delayTimeInSeconds,goal_alignment,interventionType,kss,pid,rshci1,rshci2,rshci3,rshci4,rshci5,sam,satisfaction,sense_of_agency,sideActivity,situation,stress,timestamp,useful_in_situation
true,154655c18685a337,,true,1,0,5,Vibration,4,654f89d4924d0d5a050f375d,4,4,4,3,4,3,4,5,Yes,friends,4,Mar 16 10:04:57,4
true,78222f704dd138b3,YouTube,true,-2,0,6,SpotOverlay,6,673e1365dd4456c908190114,3,2,2,4,4,4,3,6,No,alone,1,Mar 2 18:55:58,2
true,591f9da448f15579,Facebook,true,0,0,4,Pop-Up,6,627e79a6e1f2b10601861ca6,4,4,5,5,5,3,1,5,Yes,friends,1,Feb 22 23:45:12,3
true,fa0f6cefd27f5c39,Facebook,true,-3,59,4,SpotOverlay,6,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Mar 1 23:26:48,1
true,0fe191f9ca231157,,false,-1,3,3,Pop-Up,7,665629a30c7e3f40e8f3d1d5,4,4,3,3,4,3,3,4,No,friends,5,Mar 12 14:11:22,2
true,5073def25f18b254,Facebook,true,-3,4,6,Pop-Up,7,5fe18e1c8929f0c2a41e43d8,4,4,4,3,5,3,5,6,No,alone,0,Mar 22 10:26:50,5
true,255d580dd51eabea,Facebook,true,-2,17,3,SpotOverlay,3,676937f22f44a9f6c9a8294c,5,4,4,4,4,4,3,5,No,friends,2,Mar 30 10:04:30,3
true,674ba0d42e763f83,,true,-3,7,5,SpotOverlay,8,676071994f8552a8e0398a21,2,4,4,4,4,2,4,3,No,alone,5,Mar 5 02:57:02,5
true,f150caba3cf5c49b,,false,3,1,5,Vibration,5,5d5407dc922257000153657f,4,4,2,2,2,1,5,5,Yes,alone,7,Feb 28 09:42:07,5
true,cc4e5a9523e53e8d,InfiniteScape,true,0,1,2,Pop-Up,9,5588b2bffdf99b7a7714efd1,4,4,4,3,3,2,3,3,No,alone,6,Apr 7 04:40:08,1
true,1c978d5449159b70,YouTube,true,0,130,4,Vibration,5,67a3c5e78c483a6d93114bb5,5,5,5,3,3,4,4,4,Yes,alone,0,Apr 5 16:11:14,4
true,03451b75f149ca36,,true,1,106,6,SpotOverlay,1,6763ad169c28727881cabe7f,4,4,4,4,4,5,6,6,No,alone,1,Mar 21 13:33:50,7
true,84d578de49e75bcc,Facebook,true,-3,21,6,SpotOverlay,7,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,2,5,4,No,alone,0,Mar 21 05:09:49,6
true,fa0f6cefd27f5c39,Instagram,true,-3,13,1,Pop-Up,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,1,7,No,alone,1,Feb 28 04:48:01,1
true,fc9a6b44b4eeb6fd,TikTok,true,2,39,3,Pop-Up,4,62d159b0e1b591ec1e8e27c8,2,2,2,2,2,3,3,4,No,alone,4,Mar 4 08:03:45,4
true,ea4a3cb381a8a56b,TikTok,true,-3,5,3,Pop-Up,5,5e53e8d0a0002e3ee42be086,4,4,5,4,5,3,4,3,No,friends,3,Mar 19 01:46:42,1
true,0648d1398de2c49c,,true,-1,0,3,SpotOverlay,3,654e37fa26d78df94fd43c1a,4,4,3,3,4,4,4,2,No,alone,5,Apr 4 04:54:48,5
true,154655c18685a337,,true,-3,6,5,Pop-Up,5,654f89d4924d0d5a050f375d,3,3,3,3,3,4,5,5,Yes,friends,5,Mar 15 10:58:17,5
true,78222f704dd138b3,YouTube,true,-2,38,6,Vibration,3,673e1365dd4456c908190114,4,2,4,4,4,3,4,7,No,alone,1,Mar 2 15:44:35,3
true,78e6da1213a27a09,,true,-3,1,5,SpotOverlay,4,66eddcfe67e927db6f0a4768,4,4,4,4,4,5,6,6,Yes,alone,3,Feb 26 13:37:11,4
true,d4bc23e63dbda297,,true,0,0,4,SpotOverlay,1,6750bac54816fc7028a10a46,5,5,5,4,4,3,2,3,Yes,friends,0,Mar 23 13:10:20,2
true,1c978d5449159b70,YouTube,true,0,17,4,Vibration,9,67a3c5e78c483a6d93114bb5,5,5,5,5,5,4,4,4,No,alone,1,Apr 4 02:25:42,4
true,de803325c3c1885a,TikTok,true,-3,50,1,Vibration,2,,5,5,5,5,5,3,1,5,No,alone,1,Mar 9 21:17:07,1
true,1c978d5449159b70,YouTube,true,0,675,4,SpotOverlay,5,67a3c5e78c483a6d93114bb5,5,5,5,3,4,3,3,3,No,alone,3,Mar 20 05:44:41,4
true,f7e8cd99fdc08f02,,true,-3,0,4,SpotOverlay,7,67366fdf3695cee0c68c6339,5,5,5,4,4,3,3,3,Yes,alone,7,Mar 2 03:17:00,4
true,0230b5b64a02adb0,Facebook,true,-2,88,4,Vibration,5,6784409c334eaf1d8e0dd1fb,4,4,4,4,4,3,4,5,No,alone,4,Mar 19 17:52:34,4
true,3219a95a52ce3a57,TikTok,true,1,27,2,SpotOverlay,2,5ef39c45c154ff120c5e84b8,3,3,3,3,3,3,2,2,Yes,alone,3,Mar 11 09:08:18,2
true,0fe191f9ca231157,Facebook,true,-3,105,4,SpotOverlay,4,665629a30c7e3f40e8f3d1d5,3,4,4,4,2,4,2,5,No,alone,0,Mar 13 18:42:40,2
true,1c978d5449159b70,,true,0,1,4,SpotOverlay,5,67a3c5e78c483a6d93114bb5,4,4,4,4,4,3,4,4,No,alone,0,Mar 17 17:14:53,4
true,5069d714c34fe3dd,,true,-3,0,2,SpotOverlay,7,56d7623f04c67d000c7b9de6,4,4,4,4,4,3,2,6,No,alone,0,Mar 19 23:49:47,2
true,a15ce124f80f1edd,,true,0,3,1,Vibration,1,66c5fd9cd88ff2690f682cec,1,1,1,1,1,1,1,1,Yes,alone,4,Mar 28 14:37:09,1
true,8644553a03792e82,Facebook,true,0,256,6,Pop-Up,1,632b947efa9da6a9bde31f94,4,4,2,4,2,5,6,1,Yes,alone,0,Feb 26 21:05:31,5
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,29,4,Vibration,6,67646659b6ab85cd552decf1,4,4,4,2,2,3,3,3,No,alone,0,Mar 2 15:14:10,4
true,fc9a6b44b4eeb6fd,TikTok,true,-2,181,3,Pop-Up,7,62d159b0e1b591ec1e8e27c8,2,2,2,2,2,2,3,5,No,friends,4,Mar 9 21:44:35,3
true,63cff50f3c773ef6,,true,1,3,1,Vibration,1,652ebf9490189b8b57f1ce35,5,5,5,5,2,3,1,2,Yes,alone,4,Feb 27 14:37:51,1
true,f7e8cd99fdc08f02,,true,-3,1912,5,Vibration,6,67366fdf3695cee0c68c6339,4,4,4,4,4,4,4,5,Yes,alone,3,Feb 26 23:32:56,5
true,1a73c3bebd058a06,YouTube,true,-3,536,4,Pop-Up,5,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,5,6,No,alone,5,Mar 12 04:31:50,4
true,cebc7f9bb01deaa2,TikTok,true,-2,17,2,Vibration,2,648746670a6ffb0022fdb933,4,4,4,4,4,4,2,6,Yes,alone,2,Apr 3 23:56:00,2
true,ea4a3cb381a8a56b,TikTok,true,-3,58,1,Vibration,7,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,1,3,No,friends,1,Mar 23 04:02:47,1
true,a15ce124f80f1edd,TikTok,true,-3,192,7,Pop-Up,7,66c5fd9cd88ff2690f682cec,1,1,1,1,1,5,7,7,Yes,alone,4,Mar 20 20:00:01,7
true,f4ff9d496a136e10,TikTok,true,-3,126,3,Pop-Up,1,5edeea354d54cb1a825aa8f9,3,3,4,4,4,2,3,2,Yes,friends,3,Feb 24 22:28:23,4
true,ed14d957718ea4a9,Facebook,true,3,71,4,SpotOverlay,9,6654ec982cb90af6e8bc7219,4,4,4,4,4,4,5,5,Yes,alone,8,Apr 2 08:21:05,4
true,4f6528cad7d22ddf,TikTok,true,1,28,3,Vibration,2,67461d8bda44253bd6e2d689,4,3,3,3,3,4,5,3,No,alone,2,Feb 20 09:55:35,4
true,54f4b923d662017c,TikTok,true,-3,8,4,Pop-Up,4,661db80bbbbc4861da7f75dd,3,4,3,3,3,4,5,5,Yes,alone,0,Mar 30 21:59:02,3
true,2c01d3880e4f8c4e,Instagram,true,-3,61,5,Vibration,5,660b46f30e0078173c658320,5,4,5,2,3,3,2,3,No,alone,1,Mar 14 08:20:58,5
true,cebc7f9bb01deaa2,TikTok,true,-3,36,2,Vibration,5,648746670a6ffb0022fdb933,4,4,4,4,4,3,2,6,Yes,alone,1,Mar 31 03:04:39,2
true,1e3928489c89f0a2,,false,3,6,4,Pop-Up,4,6709d766da2307f9438df9ee,5,5,5,5,5,4,7,7,Yes,friends,2,Mar 4 15:21:25,5
true,ea4a3cb381a8a56b,TikTok,true,-3,1,1,Pop-Up,6,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,1,1,No,friends,1,Mar 24 06:34:37,1
true,cdc8c1f09a2ed560,TikTok,true,-2,115,3,Vibration,6,674fd5c48fbde512501db186,4,4,4,4,4,3,2,7,No,alone,0,Mar 17 20:45:33,3
true,3723794c47330640,TikTok,true,-3,153,4,Vibration,7,60fce0fcf9abe7218c789734,4,4,5,2,2,3,3,5,No,alone,2,Apr 6 21:25:02,1
true,84d578de49e75bcc,Facebook,false,-2,643,2,Pop-Up,5,5a6d5ae19d65ec00017e9bae,5,5,5,5,5,2,1,1,Yes,friends,1,Mar 28 21:33:43,1
true,f9889e2e24552c95,,true,3,2,1,Vibration,6,5dc0e5d927d0520845f47856,5,5,5,5,5,4,1,5,Yes,alone,4,Apr 4 22:49:02,1
true,c2f417e8f8162990,YouTube,false,-3,1002,4,Pop-Up,7,5ef78f819d93424af2af742b,5,4,4,4,5,4,4,5,No,friends,4,Mar 5 02:09:58,3
true,0fd124e29a448588,Facebook,true,-3,517,3,Pop-Up,7,678b8b6f4d1425ef3b30bd32,4,4,4,4,5,4,3,6,No,friends,3,Mar 20 06:48:54,5
true,1a73c3bebd058a06,,true,-3,4,4,Vibration,6,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,4,4,No,alone,3,Mar 27 06:55:09,4
true,67884cb7099c16e8,TikTok,true,3,5,6,Pop-Up,2,6674289815bec3913b84eed5,3,3,2,3,4,4,6,6,No,friends,4,Feb 23 12:50:05,6
true,1c978d5449159b70,,true,0,306,4,SpotOverlay,3,67a3c5e78c483a6d93114bb5,5,5,5,5,3,4,4,4,Yes,alone,1,Apr 3 08:15:17,4
true,f4ff9d496a136e10,TikTok,true,-3,64,3,SpotOverlay,1,5edeea354d54cb1a825aa8f9,4,5,5,5,4,3,3,3,No,friends,5,Feb 22 23:43:42,2
true,0973376f433ebd68,Facebook,true,1,102,5,SpotOverlay,9,63d7d315ebf6c98c92c2a7a1,2,2,2,2,2,3,2,2,No,alone,1,Apr 5 04:10:56,6
true,0215687a39c3123b,,false,2,90,5,Pop-Up,5,63748732f140188d25f70dbf,5,4,5,5,5,4,5,5,No,friends,1,Feb 27 15:46:32,5
true,1a73c3bebd058a06,Facebook,true,-3,52,4,SpotOverlay,3,65bfb574e58552a0a8fc639d,3,3,3,3,3,4,4,4,No,alone,3,Mar 31 06:15:11,4
true,b1184b7c3d753479,,true,0,0,1,SpotOverlay,2,5cc020d5159f790017bee28b,5,5,4,2,4,3,1,1,Yes,alone,8,Apr 5 23:47:13,2
true,1a73c3bebd058a06,YouTube,true,-2,26,4,Vibration,5,65bfb574e58552a0a8fc639d,3,3,3,3,3,4,4,4,No,alone,3,Apr 3 17:40:50,4
true,de30a2e1923a66b4,,true,0,214,4,Pop-Up,6,66f69dcc061074dacb886b52,4,4,4,4,4,3,4,4,No,alone,4,Mar 5 17:16:51,4
true,3219a95a52ce3a57,TikTok,true,-2,4106,7,Vibration,8,5ef39c45c154ff120c5e84b8,3,3,3,3,3,4,7,7,Yes,alone,1,Mar 12 00:50:53,7
true,fc9a6b44b4eeb6fd,TikTok,true,-3,75,3,SpotOverlay,8,62d159b0e1b591ec1e8e27c8,2,2,2,2,2,2,3,3,No,friends,3,Mar 8 23:47:54,4
true,c24b8cfdc4eab9a8,YouTube,true,-2,250,1,SpotOverlay,5,5b68c9eb87af310001584803,5,5,5,5,5,3,1,3,No,alone,0,Mar 9 19:23:07,1
true,154655c18685a337,,true,-3,3,3,Vibration,6,654f89d4924d0d5a050f375d,2,2,4,4,4,2,4,3,Yes,friends,4,Mar 19 19:00:01,3
true,1c978d5449159b70,,true,0,1,4,SpotOverlay,1,67a3c5e78c483a6d93114bb5,4,4,3,3,3,4,4,4,Yes,alone,1,Apr 2 08:18:31,4
true,68f8d3ccbccaa9b6,,false,1,34,6,Vibration,7,Luca-Maxim Meinhardt,4,5,4,4,5,3,6,6,Yes,alone,7,Mar 27 22:38:10,7
true,6d62ded2a646a202,Instagram,true,-2,8,5,Vibration,5,5e8cf14c0bec230b335e060d,4,4,3,4,2,3,4,5,No,alone,5,Mar 23 07:32:06,5
true,0973376f433ebd68,YouTube,false,-1,547,5,Vibration,2,63d7d315ebf6c98c92c2a7a1,4,4,2,2,2,3,3,2,No,alone,0,Apr 8 10:01:02,4
true,69138480c14b881f,TikTok,true,-2,69,4,Vibration,4,67157464ac9c6c542caac3c7,3,4,3,3,3,3,4,5,No,friends,4,Feb 27 23:06:41,4
true,ef9402a338124f55,TikTok,true,-2,708,4,Pop-Up,5,6762aff824e4f12278e6d3fd,4,4,4,4,4,4,4,4,No,alone,2,Mar 16 00:00:14,5
true,2a484fda489dc033,TikTok,true,-3,649,3,SpotOverlay,8,66df49caa6df07d77078a5fd,1,2,2,2,5,5,6,5,No,alone,0,Apr 1 11:55:05,6
true,1c978d5449159b70,Instagram,true,0,53,4,SpotOverlay,1,67a3c5e78c483a6d93114bb5,5,5,5,5,3,4,4,4,Yes,alone,1,Apr 6 09:52:37,4
true,049c7178003e369c,,true,-2,0,5,Pop-Up,8,678ce1ebd56c85701ebce209,4,4,5,3,4,3,4,2,Yes,alone,5,Mar 22 08:04:39,6
true,d1bae55f60e92b62,TikTok,true,-1,53,2,Vibration,9,655f8d942652c2e7defdb816,5,5,5,5,5,2,2,2,No,alone,1,Apr 5 01:39:08,2
true,1c978d5449159b70,YouTube,false,0,130,4,SpotOverlay,3,67a3c5e78c483a6d93114bb5,5,5,5,5,4,3,4,4,Yes,friends,0,Mar 23 07:20:38,4
true,a9ae642fb280dd5d,YouTube,false,0,28,5,Vibration,4,5fc3d41149c0c8728f07b95b,4,4,4,4,4,2,4,4,No,alone,7,Apr 1 08:41:00,4
true,cebc7f9bb01deaa2,TikTok,true,-2,128,2,SpotOverlay,3,648746670a6ffb0022fdb933,4,4,4,4,4,4,2,5,No,alone,2,Mar 30 15:10:40,2
true,1a73c3bebd058a06,YouTube,true,-2,17,4,Pop-Up,5,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,5,5,No,alone,4,Mar 1 22:34:18,4
true,591f9da448f15579,,true,-3,0,1,Pop-Up,5,627e79a6e1f2b10601861ca6,4,4,4,4,4,1,1,1,Yes,alone,5,Mar 5 00:58:53,1
true,8229d0add522e5bf,YouTube,true,-3,60,6,Vibration,1,6760eb1bd8f2c26a870800b6,4,4,4,4,4,4,7,7,Yes,friends,0,Apr 4 18:19:38,6
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,1801,1,Pop-Up,4,67646659b6ab85cd552decf1,5,5,5,5,5,1,1,1,No,alone,0,Mar 4 16:44:15,1
true,b1184b7c3d753479,Facebook,true,-2,143,3,SpotOverlay,3,5cc020d5159f790017bee28b,5,5,5,4,4,3,2,2,Yes,alone,8,Apr 6 12:21:54,2
true,2a484fda489dc033,TikTok,true,-2,0,2,SpotOverlay,7,66df49caa6df07d77078a5fd,2,4,2,2,5,5,3,7,No,alone,2,Apr 2 12:45:24,2
true,3f03ea9f79ece8d2,TikTok,true,2,200,4,Vibration,6,665910d96668b5777caab931,5,5,5,5,5,3,5,7,Yes,friends,6,Mar 13 23:57:07,4
true,ad17efec2eb80923,TikTok,true,-3,11,5,Pop-Up,7,6659e2efdb732dbd7f707a98,4,4,4,4,4,4,5,7,No,alone,4,Mar 5 04:26:25,5
true,84d578de49e75bcc,Facebook,true,-3,42,4,Vibration,5,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,4,4,No,alone,0,Apr 5 05:34:19,5
true,69138480c14b881f,TikTok,true,1,1027,5,Pop-Up,3,67157464ac9c6c542caac3c7,4,4,4,4,4,3,4,5,Yes,alone,3,Feb 28 11:26:56,4
false,591f9da448f15579,Facebook,true,0,347,7,Pop-Up,5,627e79a6e1f2b10601861ca6,5,5,5,5,5,3,7,7,Yes,alone,5,Mar 4 22:10:15,7
true,2958d2d993c52423,TikTok,true,-2,5,4,Pop-Up,6,5869950b8596530001079aba,3,3,2,2,2,3,4,3,No,alone,4,Mar 2 15:09:13,5
true,84d578de49e75bcc,Facebook,true,-3,53,3,Vibration,7,5a6d5ae19d65ec00017e9bae,4,5,4,4,4,3,2,3,No,alone,1,Mar 20 22:35:03,5
true,f9889e2e24552c95,YouTube,true,-3,65,1,Vibration,9,5dc0e5d927d0520845f47856,5,5,5,5,5,1,1,1,No,alone,5,Apr 8 04:37:08,1
true,2c01d3880e4f8c4e,,true,-3,0,4,Pop-Up,5,660b46f30e0078173c658320,3,3,3,3,3,3,4,4,Yes,alone,5,Mar 13 01:23:16,4
true,4c7d4983df0824f3,Facebook,true,2,27,6,Vibration,5,67b01f249acb8dfd481591e2,5,5,3,3,3,4,6,6,Yes,alone,2,Mar 30 00:02:02,6
true,8a3ec3e8f2fe0be4,TikTok,true,-3,139,1,Vibration,3,6765ba55d69018eec3a06514,5,5,5,5,5,3,2,2,No,alone,0,Mar 30 09:04:09,2
true,de803325c3c1885a,TikTok,true,-3,74,1,Vibration,4,,5,5,5,5,5,4,4,4,Yes,friends,2,Mar 9 16:43:42,1
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,38,7,Vibration,6,67646659b6ab85cd552decf1,2,2,2,2,2,4,7,1,No,alone,0,Mar 2 00:15:29,4
true,03451b75f149ca36,TikTok,true,1,16,6,Pop-Up,3,6763ad169c28727881cabe7f,4,4,2,4,3,4,6,2,Yes,friends,0,Mar 19 08:18:28,6
true,f4ff9d496a136e10,TikTok,true,-3,294,2,SpotOverlay,1,5edeea354d54cb1a825aa8f9,4,4,5,5,5,2,1,1,No,friends,7,Feb 20 20:13:21,1
true,997e5f613e9cc6b4,,true,3,0,1,Pop-Up,7,55cff4a834e9060012e57407,5,5,5,2,5,1,1,1,Yes,friends,9,Mar 16 10:37:24,1
true,1c978d5449159b70,YouTube,true,0,26,4,Vibration,5,67a3c5e78c483a6d93114bb5,4,5,4,3,3,4,4,4,No,alone,0,Apr 2 22:26:54,4
true,ea4a3cb381a8a56b,TikTok,true,-3,12,1,SpotOverlay,6,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,1,1,No,friends,1,Mar 23 02:51:34,1
true,f2662f9dcc80d783,Instagram,true,-3,128,2,SpotOverlay,3,67929fedf3f6f88cbbb925ab,4,5,5,4,4,2,2,3,No,alone,0,Mar 18 08:29:45,2
true,cebc7f9bb01deaa2,TikTok,true,-2,9,2,Vibration,2,648746670a6ffb0022fdb933,4,4,4,4,4,4,2,6,Yes,alone,2,Apr 3 22:50:04,2
true,997e5f613e9cc6b4,,true,-1,30,4,SpotOverlay,6,55cff4a834e9060012e57407,4,4,4,4,4,3,5,6,Yes,alone,3,Mar 15 18:59:46,3
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,921,4,Pop-Up,5,67646659b6ab85cd552decf1,5,5,5,5,4,5,2,7,No,alone,2,Mar 2 02:17:44,4
true,56c23ab894f6c1bc,TikTok,true,0,4,6,Pop-Up,3,679a0366c8793f4845badfd6,5,4,4,4,4,4,6,5,No,alone,3,Mar 8 02:50:51,6
false,0620cdef0ecd0e8d,,true,0,1,7,SpotOverlay,5,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,alone,5,Apr 2 03:55:58,7
true,4dc256e05193f49f,Instagram,true,-3,9,7,Vibration,6,5f32b7f2702b80025cb3ca31,1,1,1,1,5,1,1,7,Yes,friends,7,Feb 28 22:34:50,7
true,d14501493b9216f2,YouTube,true,-3,88,4,SpotOverlay,8,67df5cb767ae66f6f41019d3,3,3,3,3,3,5,4,5,Yes,alone,0,Apr 4 23:10:28,4
true,79e64c4b74ebbe7f,Facebook,true,-1,19,5,Vibration,4,5e27fa29d91131a0838c9571,4,4,4,4,4,2,6,6,No,friends,3,Mar 20 07:42:22,4
true,6d62ded2a646a202,TikTok,true,-2,35,5,Vibration,6,5e8cf14c0bec230b335e060d,4,4,4,4,3,3,4,4,No,alone,5,Mar 27 15:35:02,5
true,ec4eb3b8988e5dfd,YouTube,true,1,36,5,Pop-Up,2,62fd14d7b1e0729dc8aadb79,3,3,2,2,4,3,5,5,Yes,alone,5,Feb 24 17:00:59,5
true,ea4a3cb381a8a56b,TikTok,true,-3,7,2,Vibration,6,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,5,5,No,friends,2,Mar 22 05:54:38,1
true,255d580dd51eabea,Facebook,true,1,5,5,Pop-Up,7,676937f22f44a9f6c9a8294c,4,4,4,3,4,3,5,3,Yes,friends,2,Mar 9 10:15:42,5
true,38a525968ffd5fa6,TikTok,true,2,65,4,Pop-Up,3,6747a1d066cd71f10db36d9a,4,4,3,4,4,4,4,3,No,alone,1,Feb 26 01:58:33,4
true,3f03ea9f79ece8d2,TikTok,true,1,324,5,Pop-Up,7,665910d96668b5777caab931,5,5,5,5,5,3,4,7,Yes,friends,7,Mar 10 01:09:38,4
true,f4ff9d496a136e10,,true,-1,21,3,Vibration,4,5edeea354d54cb1a825aa8f9,4,5,5,4,5,2,2,3,No,alone,5,Feb 22 01:19:35,1
true,dbc2a036a5ebc12a,TikTok,true,-1,108,5,Pop-Up,4,60c029faa1d9b671a584f3ca,3,3,4,3,4,4,6,5,No,alone,1,Mar 21 08:06:55,5
true,154655c18685a337,,false,1,28,5,Vibration,7,654f89d4924d0d5a050f375d,3,3,4,2,3,3,5,3,No,alone,4,Mar 17 09:07:57,5
true,3f03ea9f79ece8d2,,true,1,278,4,Vibration,7,665910d96668b5777caab931,5,5,5,5,5,3,5,6,Yes,friends,6,Mar 14 00:40:06,4
true,0fd124e29a448588,Facebook,true,-2,27,4,Pop-Up,6,678b8b6f4d1425ef3b30bd32,4,4,2,3,2,4,5,5,No,friends,6,Mar 19 18:42:27,5
true,52c8f1970ce1f7ac,,true,-3,32,4,Vibration,7,663a8c84b8e7c046d854c8dd,5,4,4,5,5,4,4,6,No,friends,6,Mar 14 23:26:04,2
true,daa35f2d06f20b56,YouTube,true,-3,5,4,Pop-Up,7,5478e52cfdf99b5322cf7f7b,4,3,2,3,3,3,5,5,No,friends,1,Mar 9 22:25:41,6
true,0fe191f9ca231157,Facebook,true,-3,38,4,Pop-Up,6,665629a30c7e3f40e8f3d1d5,3,4,3,4,4,4,4,6,Yes,alone,3,Mar 14 17:25:02,3
true,2a484fda489dc033,TikTok,false,-3,0,6,Vibration,9,66df49caa6df07d77078a5fd,2,1,2,1,4,4,6,6,No,friends,1,Apr 5 19:17:25,6
true,4b365e47e14a2998,Facebook,true,-2,7,7,Vibration,7,663299ea88551960f4132bb7,3,4,4,3,4,4,6,6,No,alone,0,Apr 3 07:52:07,7
true,f1cd1519b255570d,Facebook,true,-1,12,6,Vibration,6,5c328af23f5d210001834f82,4,4,5,3,2,2,6,3,No,alone,7,Apr 2 16:52:28,7
true,c97dd3a8e09974b1,Instagram,true,1,11,3,SpotOverlay,8,62da5ffdd666bd90db19b4e9,2,4,4,4,4,5,5,7,No,friends,3,Feb 27 21:32:01,5
true,f4ff9d496a136e10,YouTube,true,0,47,4,SpotOverlay,4,5edeea354d54cb1a825aa8f9,3,3,3,3,3,3,4,4,No,alone,2,Feb 24 03:30:37,5
true,f4019f07ee8f6fbf,Facebook,true,-1,266,2,SpotOverlay,7,673bd765ee70ef05996bfede,5,5,4,5,4,2,3,3,Yes,alone,3,Feb 24 14:40:26,3
true,38ecabba4e13f933,YouTube,false,-1,216,4,Vibration,4,62df0a2b7302265dcb0b7c58,4,4,5,5,4,3,3,3,No,alone,1,Mar 4 14:18:18,5
true,0fe191f9ca231157,Facebook,false,-1,16,3,Pop-Up,7,665629a30c7e3f40e8f3d1d5,4,3,3,3,4,3,3,4,No,friends,5,Mar 12 14:09:35,2
true,cca705307fb0ee4e,YouTube,true,0,45,4,Vibration,6,55a8c7affdf99b33d8aff983,3,2,2,2,2,3,4,2,Yes,friends,4,Mar 14 17:52:05,4
true,c08fa953dd4a2fe6,Facebook,true,-1,28,4,Pop-Up,5,67617e1e4f544c35e920d809,4,4,4,4,4,3,3,5,No,alone,2,Apr 1 03:20:50,4
true,4d96fd2c29d30f2b,Facebook,true,-2,184,7,SpotOverlay,4,673321669f5c5d443040682b,5,5,5,5,5,4,2,7,Yes,alone,0,Mar 23 20:40:24,1
true,0620cdef0ecd0e8d,,true,0,15,7,SpotOverlay,5,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,Yes,alone,5,Mar 20 03:20:03,7
true,4e41889bd399a868,,true,0,6,6,Vibration,1,,4,3,2,3,5,4,6,6,Yes,alone,5,Feb 26 09:32:59,6
true,cca705307fb0ee4e,YouTube,true,-3,10,5,Pop-Up,6,55a8c7affdf99b33d8aff983,3,3,2,2,4,2,5,4,No,alone,7,Mar 13 10:02:17,5
true,73695bcf9b47ffe7,,true,-1,0,3,Pop-Up,5,5a1d8489ab721b0001ef95cc,5,4,4,3,5,3,4,7,No,friends,2,Mar 10 07:41:50,1
true,ec4eb3b8988e5dfd,,true,1,1,5,Pop-Up,3,62fd14d7b1e0729dc8aadb79,3,2,3,3,4,3,5,5,Yes,alone,3,Feb 24 17:21:09,3
true,fa0f6cefd27f5c39,Instagram,true,3,27,1,Vibration,8,5fd2a27758c6df09223dd4b3,5,5,5,5,5,4,3,1,No,alone,3,Feb 27 06:02:45,4
true,84d578de49e75bcc,Facebook,true,-3,68,7,SpotOverlay,5,5a6d5ae19d65ec00017e9bae,5,4,4,4,4,4,3,4,No,friends,1,Mar 20 18:42:46,4
true,047812db3945bdca,Facebook,true,3,5,7,Pop-Up,4,661fde173a4e7fbc73fd8367,5,5,5,5,5,5,7,7,Yes,alone,8,Feb 28 09:25:27,7
true,cdc8c1f09a2ed560,TikTok,true,-2,300,4,Pop-Up,5,674fd5c48fbde512501db186,3,3,3,3,3,2,3,5,No,alone,3,Mar 19 16:19:01,4
true,ac18dc2eff203d35,Instagram,true,-3,89,7,SpotOverlay,7,5ac60fe2a3ba7a0001b4ae6d,5,4,5,2,5,4,6,6,No,alone,0,Mar 12 00:25:22,7
true,afd5b35c5b27f878,Instagram,true,-3,0,4,SpotOverlay,8,5dea9fb3cb53ca1cda9f6116,4,4,5,5,4,2,2,2,No,alone,1,Apr 4 20:39:42,3
true,0973376f433ebd68,Facebook,true,2,5,3,Pop-Up,9,63d7d315ebf6c98c92c2a7a1,4,4,2,2,4,2,2,3,No,alone,2,Apr 3 03:24:59,5
true,16052d7180895a7f,Instagram,true,-2,8,6,Vibration,4,67768d5e8b0341abb0f7ef1f,4,5,2,4,5,3,4,7,No,friends,6,Feb 25 09:19:32,2
true,154655c18685a337,Facebook,true,0,65,5,SpotOverlay,7,654f89d4924d0d5a050f375d,2,4,3,3,3,4,5,5,Yes,friends,5,Mar 12 19:19:34,5
true,1c978d5449159b70,,true,0,153,4,Vibration,6,67a3c5e78c483a6d93114bb5,5,5,5,3,3,3,4,4,Yes,alone,1,Apr 2 21:01:30,4
true,fa0f6cefd27f5c39,,true,-3,0,4,Pop-Up,7,5fd2a27758c6df09223dd4b3,5,5,5,5,5,5,4,4,No,alone,1,Mar 2 06:56:33,4
