"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","pid","Impulsivity[Imp1]","Impulsivity[Imp2]","Impulsivity[Imp3]","Impulsivity[Imp4]","Impulsivity[Imp5]","Impulsivity[Imp6]","Impulsivity[Imp7]","Impulsivity[Imp8]","Impulsivity[Imp9]","Impulsivity[Imp10]","Impulsivity[Imp11]","Impulsivity[Imp12]","Impulsivity[Imp13]","Impulsivity[Imp14]","Impulsivity[Imp15]","Anxiety[Anx1]","Anxiety[Anx2]","Anxiety[Anx3]","Anxiety[Anx4]","Anxiety[Anx5]","SelfControl[SC1]","SelfControl[SC2]","SelfControl[SC3]","SelfControl[SC4]","SelfControl[SC5]","SelfControl[SC6]","SelfControl[SCATC]","SelfControl[SC7]","SelfControl[SC8]","SelfControl[SC9]","SelfControl[SC10]","SelfControl[SC11]","SelfControl[SC12]","SelfControl[SC13]","FOMO[Fomo1]","FOMO[Fomo2]","FOMO[Fomo3]","FOMO[Fomo4]","FOMO[Fomo5]","thx","ifyes","OtherIntervention","anleitungandroid","whyNotIntereseted","whyNotInstalled","ifno"
"65","2025-02-17 18:19:56","3","en","2073886672","2025-02-17 18:14:52","2025-02-17 18:19:56","5bd34c2c4126510001d5dbef","3 (often)","3 (often)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","0 (almost never)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","3","4","2","3","3","2","5 (very much)","4","2","3","3","3","3","3","3","4","2","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"67","2025-02-17 18:27:31","3","en","306791578","2025-02-17 18:16:15","2025-02-17 18:27:31","63f7794e746cf3843020ae03","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","4 (almost always)","4 (almost always)","3 (often)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","3 (often)","3 (often)","2 (often)","2 (often)","2 (often)","2 (often)","2 (often)","2","2","3","3","3","3","5 (very much)","5 (very much)","2","4","5 (very much)","3","3","4","4","4","4","4","4","Yes","Yes","No","Yes",,,""
"68","2025-02-17 18:33:17","3","en","555042754","2025-02-17 18:16:21","2025-02-17 18:33:17","586400dfec49b5000158fbea","3 (often)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","1 (rarely/never)","2 (occasionally)","4 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","2 (often)","3 (almost always)","2","5 (very much)","3","3","2","2","5 (very much)","5 (very much)","1 (not at all)","4","4","2","3","4","5 (totally agree)","5 (totally agree)","4","2","4","Yes","Yes","No","Yes",,,""
"69","2025-02-17 18:39:03","3","en","1155851978","2025-02-17 18:19:22","2025-02-17 18:39:03","6776eb78a634b38d5b95e7ce","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","4 (almost always)","3 (often)","2 (occasionally)","3 (often)","3 (often)","2 (often)","1 (sometimes)","2 (often)","1 (sometimes)","1 (sometimes)","3","4","4","4","4","3","2","3","3","4","4","4","1 (not at all)","3","2","2","2","1 (totally disagree)","3","No","N/A","N/A","N/A","I do not want to download monitoring software on my mobile at present",,""
"72","2025-02-17 18:37:21","3","en","1269790253","2025-02-17 18:29:40","2025-02-17 18:37:21","5e8f8ebc09b58f28c329da6f","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","2","4","4","1 (not at all)","3","1 (not at all)","5 (very much)","4","1 (not at all)","3","4","2","4","1 (not at all)","4","5 (totally agree)","5 (totally agree)","2","4","Yes","Yes","No","Yes",,,""
"73","2025-02-17 18:36:38","3","en","1100715893","2025-02-17 18:33:57","2025-02-17 18:36:38","5edcfe489e50c29dad7917ae","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","2 (occasionally)","1 (rarely/never)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","2","2","1 (not at all)","2","3","1 (not at all)","5 (very much)","2","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","3","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"75","2025-02-17 18:36:57","3","en","695313831","2025-02-17 18:35:40","2025-02-17 18:36:57","5731e0665b8b06000f7e359f","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","3","4","4","2","2","4","5 (very much)","5 (very much)","3","4","4","3","3","3","4","4","3","3","3","Yes","Yes","Yes","Yes",,,""
"76","2025-02-17 18:54:08","3","en","118572062","2025-02-17 18:45:43","2025-02-17 18:54:08","56896501d3d6a7000ca23da8","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","1 (sometimes)","2","4","2","2","3","2","5 (very much)","4","2","4","4","3","2","2","3","3","3","2","3","Yes","Yes","No","Yes",,,""
"78","2025-02-17 18:57:09","3","en","189570956","2025-02-17 18:48:56","2025-02-17 18:57:09","676572d1818b3b26ca9f6ce2","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","2 (occasionally)","2 (occasionally)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","5 (very much)","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","2","5 (very much)","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"79","2025-02-17 19:03:01","3","en","1528559009","2025-02-17 18:56:55","2025-02-17 19:03:01","669e58ff5a1c84c90a37a962","1 (rarely/never)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","4 (almost always)","4 (almost always)","2 (occasionally)","3 (often)","2 (occasionally)","1 (sometimes)","1 (sometimes)","2 (often)","1 (sometimes)","2 (often)","4","3","2","3","3","3","5 (very much)","4","2","3","4","4","4","4","4","4","3","2","2","Yes","Yes","No","No",,"not sure but concerned data may be stolen",""
"81","2025-02-17 19:18:08","3","en","957943344","2025-02-17 19:03:37","2025-02-17 19:18:08","66847cc7c67232fae11af5b3","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","1 (sometimes)","0 (almost never)","2","3","1 (not at all)","2","3","2","5 (very much)","3","1 (not at all)","2","2","4","2","2","2","2","4","3","3","Yes","Yes","No","Yes",,,""
"82","2025-02-17 19:29:30","3","en","1118823563","2025-02-17 19:14:47","2025-02-17 19:29:30","671875576b2020e109fe82cd","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","4 (almost always)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","0 (almost never)","4","1 (not at all)","1 (not at all)","1 (not at all)","1 (not at all)","4","5 (very much)","1 (not at all)","2","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","No",,"The app was blocked by my phone, so i couldn't install",""
"83","2025-02-18 02:29:22","3","en","713897733","2025-02-18 02:24:18","2025-02-18 02:29:22","6760799c5c7e5d977eb5a274","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","5 (very much)","4","2","3","3","2","5 (very much)","2","2","2","2","3","2","3","4","2","2","3","2","Yes","Yes","No","Yes",,,""
"84","2025-02-18 02:46:59","3","en","1693544150","2025-02-18 02:24:27","2025-02-18 02:46:59","6358f1332459f21caa585aef","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","1 (rarely/never)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","1 (rarely/never)","3 (often)","1 (rarely/never)","2 (occasionally)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","0 (almost never)","1 (not at all)","5 (very much)","5 (very much)","3","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","3","2","5 (very much)","3","2","3","3","4","4","Yes","Yes","No","Yes",,,""
"86","2025-02-18 02:33:02","3","en","870277122","2025-02-18 02:24:59","2025-02-18 02:33:02","6775c2971d6e69ab7ba75759","3 (often)","3 (often)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","4 (almost always)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","3","2","2","1 (not at all)","2","4","5 (very much)","3","4","3","2","5 (very much)","2","1 (not at all)","3","2","2","1 (totally disagree)","2","Yes","Yes","No","Yes",,,""
"89","2025-02-18 02:30:27","3","en","1519118006","2025-02-18 02:25:33","2025-02-18 02:30:27","676b285b1e68b3be77219dc2","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","1 (rarely/never)","0 (almost never)","0 (almost never)","1 (sometimes)","1 (sometimes)","0 (almost never)","2","2","3","1 (not at all)","1 (not at all)","5 (very much)","5 (very much)","5 (very much)","3","1 (not at all)","2","5 (very much)","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","No","N/A","N/A","N/A","Very hectic",,""
"90","2025-02-18 02:35:28","3","en","190492323","2025-02-18 02:25:43","2025-02-18 02:35:28","66fd3f6c93c24ecc119be354","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2 (often)","2","4","5 (very much)","2","3","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","1 (not at all)","1 (not at all)","1 (not at all)","5 (totally agree)","1 (totally disagree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"91","2025-02-18 02:30:22","3","en","1499217925","2025-02-18 02:26:21","2025-02-18 02:30:22","6760560703124d0c4284abaf","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","0 (almost never)","0 (almost never)","1 (sometimes)","4","2","1 (not at all)","1 (not at all)","2","2","5 (very much)","3","2","2","1 (not at all)","4","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"93","2025-02-18 02:36:45","3","en","789026304","2025-02-18 02:26:50","2025-02-18 02:36:45","672a788e8ffc82316f68cc4a","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","2 (occasionally)","4 (almost always)","4 (almost always)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","4","1 (not at all)","3","3","2","4","5 (very much)","1 (not at all)","3","2","1 (not at all)","5 (very much)","1 (not at all)","2","3","2","1 (totally disagree)","2","2","Yes","Yes","No","Yes",,,""
"94","2025-02-18 02:43:35","3","en","1784407989","2025-02-18 02:27:03","2025-02-18 02:43:35","66ef7b1122b1bfdf77a8eda0","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","4 (almost always)","2 (occasionally)","4 (almost always)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","2 (often)","1 (sometimes)","2 (often)","2 (often)","1 (sometimes)","3","3","1 (not at all)","3","1 (not at all)","5 (very much)","5 (very much)","3","3","4","3","4","3","3","3","3","4","3","4","Yes","Yes","No","Yes",,,""
"96","2025-02-18 02:51:47","3","en","967249749","2025-02-18 02:28:41","2025-02-18 02:51:47","63f93b47bb0c1a1aca131480","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","3 (often)","4 (almost always)","1 (rarely/never)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","3 (often)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","3","1 (not at all)","1 (not at all)","1 (not at all)","3","2","5 (very much)","2","3","1 (not at all)","1 (not at all)","5 (very much)","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","Yes","Yes","No","Yes",,,""
"98","2025-02-18 02:44:12","3","en","986645516","2025-02-18 02:29:14","2025-02-18 02:44:12","6708a94fbfd758b3d7330444","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (often)","2 (occasionally)","4 (almost always)","3 (often)","4 (almost always)","4 (almost always)","2 (occasionally)","2 (occasionally)","2 (occasionally)","1 (sometimes)","0 (almost never)","1 (sometimes)","0 (almost never)","0 (almost never)","3","5 (very much)","4","4","4","2","5 (very much)","5 (very much)","1 (not at all)","3","3","3","3","2","2","2","1 (totally disagree)","1 (totally disagree)","3","Yes","Yes","Yes","Yes",,,""
"99","2025-02-18 02:42:53","3","en","1285632859","2025-02-18 02:29:21","2025-02-18 02:42:53","672bfd5fc3fb3f5421bb0d68","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","3 (often)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","4 (almost always)","4 (almost always)","1 (rarely/never)","2 (occasionally)","3 (often)","3 (almost always)","2 (often)","2 (often)","3 (almost always)","3 (almost always)","2","5 (very much)","2","2","4","2","5 (very much)","5 (very much)","1 (not at all)","3","5 (very much)","2","3","3","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","Yes",,,""
"100","2025-02-18 02:43:17","3","en","666560416","2025-02-18 02:29:47","2025-02-18 02:43:17","674db14aac1feb4211fc2b24","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","2 (occasionally)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2","3","2","1 (not at all)","3","3","5 (very much)","3","3","3","2","4","3","2","3","3","3","2","3","Yes","Yes","No","No",,"my phone doesn't let me turn on restricted settings",""
"101","2025-02-18 02:39:39","3","en","2120737194","2025-02-18 02:29:49","2025-02-18 02:39:39","66ce19d8999acf31d23634ff","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (often)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","3 (often)","3 (often)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","3 (often)","3 (almost always)","3 (almost always)","3 (almost always)","3 (almost always)","2 (often)","3","4","3","5 (very much)","4","2","5 (very much)","5 (very much)","1 (not at all)","5 (very much)","5 (very much)","4","4","3","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","5 (totally agree)","Yes","Yes","No","No",,"My phone is trying to protect me from sharing my personal information and I think I should trust it.",""
"103","2025-02-18 02:48:55","3","en","374379966","2025-02-18 02:30:01","2025-02-18 02:48:55","5edeea354d54cb1a825aa8f9","1 (rarely/never)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (rarely/never)","3 (often)","4 (almost always)","3 (often)","3 (often)","3 (often)","1 (rarely/never)","1 (rarely/never)","4 (almost always)","1 (rarely/never)","1 (rarely/never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","0 (almost never)","4","1 (not at all)","1 (not at all)","1 (not at all)","2","5 (very much)","5 (very much)","4","4","2","1 (not at all)","4","1 (not at all)","1 (not at all)","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","2","4","Yes","Yes","No","Yes",,,""
"104","2025-02-18 02:41:24","3","en","1854392779","2025-02-18 02:30:56","2025-02-18 02:41:24","62e18da43c8a429a0bae6251","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","2 (occasionally)","4 (almost always)","3 (often)","4 (almost always)","3 (often)","3 (often)","4 (almost always)","2 (occasionally)","2 (occasionally)","1 (rarely/never)","1 (rarely/never)","1 (sometimes)","1 (sometimes)","1 (sometimes)","2 (often)","2 (often)","3","3","1 (not at all)","4","1 (not at all)","3","5 (very much)","4","4","2","3","4","2","3","2","1 (totally disagree)","1 (totally disagree)","1 (totally disagree)","2","Yes","Yes","No","No",,"It said it is for an older version of android",""
